StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q44,Q7,Q8,Q8_4_TEXT,Q35,Q35_7_TEXT,Q14,Q15,Q16,Condition
2018-11-04 07:57:06,2018-11-04 08:23:25,IP Address,69.176.38.92,100,1579,True,2018-11-04 08:23:25,R_enEHn4dRVOwrRER,,,,,37.3197021484375,-82.61139678955078125,anonymous,EN,Yes- I consent,1506.923,1528.876,1529.844,2,3,,,,,,31,Male,,Caucasian,,No,Lean Republican,Yes,1
2018-11-04 08:29:04,2018-11-04 08:29:29,IP Address,131.93.134.41,100,24,True,2018-11-04 08:29:29,R_BEZHtUD45ciQsnv,,,,,46.46380615234375,-90.1587982177734375,anonymous,EN,Yes- I consent,,,,,,,,,,,24,Male,,Caucasian,,Maybe,Somewhere in-between,Yes,3
2018-11-04 08:29:19,2018-11-04 08:29:46,IP Address,72.184.73.213,100,26,True,2018-11-04 08:29:46,R_73z3XQi45PgthSh,,,,,28.0724029541015625,-81.81220245361328125,anonymous,EN,Yes- I consent,,,,,,,,,,,32,Male,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 08:29:09,2018-11-04 08:30:48,IP Address,67.2.214.113,100,99,True,2018-11-04 08:30:48,R_2QQhnKtrm6bGau6,,,,,40.667694091796875,-111.9387969970703125,anonymous,EN,Yes- I consent,31.825,50.221,53.079,2,3,,,,,,45,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 08:29:56,2018-11-04 08:31:14,IP Address,76.124.137.19,100,77,True,2018-11-04 08:31:14,R_1LdFk94FCq0ibeE,,,,,39.9882965087890625,-75.22080230712890625,anonymous,EN,Yes- I consent,,,,,,51.788,54.824,55.516,5,1,23,Male,,Caucasian,,Maybe,Lean Democrat,Yes,2
2018-11-04 08:30:50,2018-11-04 08:31:19,IP Address,67.163.128.149,100,28,True,2018-11-04 08:31:19,R_3aBgWJlnVVXhUQx,,,,,40.4098052978515625,-78.603302001953125,anonymous,EN,Yes- I consent,,,,,,,,,,,44,Male,,Caucasian,,Yes,Lean Republican,Yes,3
2018-11-04 08:30:06,2018-11-04 08:31:20,IP Address,73.36.75.94,100,74,True,2018-11-04 08:31:21,R_22Yvejk1AYP1Mtj,,,,,41.824798583984375,-89.732696533203125,anonymous,EN,Yes- I consent,52.553,52.553,53.772,1,3,,,,,,38,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 08:30:55,2018-11-04 08:31:46,IP Address,136.59.230.117,100,51,True,2018-11-04 08:31:46,R_R46I1Hf4p9j6zE5,,,,,33.79840087890625,-84.38829803466796875,anonymous,EN,Yes- I consent,,,,,,,,,,,36,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 08:31:30,2018-11-04 08:32:45,IP Address,47.36.186.8,100,74,True,2018-11-04 08:32:45,R_1hFpwoSShaYbhdL,,,,,42.0525970458984375,-124.28399658203125,anonymous,EN,Yes- I consent,38.251,38.251,40.484,1,5,,,,,,64,Female,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-04 08:33:36,2018-11-04 08:36:25,IP Address,75.169.160.201,100,168,True,2018-11-04 08:36:26,R_Zh38Y6xOoy1D0jL,,,,,40.65960693359375,-111.9192962646484375,anonymous,EN,Yes- I consent,,,,,,130.942,130.942,131.935,1,1,38,Male,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-04 09:02:11,2018-11-04 09:02:56,IP Address,98.206.233.121,100,45,True,2018-11-04 09:02:56,R_1et2oFH8duYZB1W,,,,,41.7003936767578125,-87.82630157470703125,anonymous,EN,Yes- I consent,,,,,,,,,,,26,Male,,Caucasian,,Yes,Lean Republican,Yes,3
2018-11-04 09:01:57,2018-11-04 09:03:07,IP Address,174.194.14.204,100,70,True,2018-11-04 09:03:08,R_3NVgG1J2lBgCsG6,,,,,35.8480072021484375,-78.70040130615234375,anonymous,EN,Yes- I consent,44.409,45.946,46.952,4,3,,,,,,31,Male,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-04 09:02:37,2018-11-04 09:03:13,IP Address,71.196.226.44,100,36,True,2018-11-04 09:03:14,R_C2HKUv6HpVCYFj3,,,,,39.6255035400390625,-104.7873992919921875,anonymous,EN,Yes- I consent,,,,,,,,,,,28,Male,,Other - Please specify,Israelite,No,Somewhere in-between,No,3
2018-11-04 09:02:13,2018-11-04 09:03:29,IP Address,97.116.5.247,100,76,True,2018-11-04 09:03:29,R_2qdDnELJAwD8cNX,,,,,44.9373931884765625,-93.22190093994140625,anonymous,EN,Yes- I consent,,,,,,33.769,33.769,57.335,1,1,33,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 09:02:14,2018-11-04 09:04:12,IP Address,73.28.132.137,100,117,True,2018-11-04 09:04:12,R_1IRzXkB1hwXyqMd,,,,,27.242706298828125,-82.47509765625,anonymous,EN,Yes- I consent,,,,,,7.022,69.398,71.424,3,1,66,Female,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-04 09:04:52,2018-11-04 09:06:25,IP Address,199.96.205.224,100,93,True,2018-11-04 09:06:26,R_21Ai54P2zI6WLih,,,,,34.624603271484375,-98.38950347900390625,anonymous,EN,Yes- I consent,41.752,41.752,65.6,1,3,,,,,,58,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-04 09:04:43,2018-11-04 09:08:21,IP Address,98.233.116.69,100,218,True,2018-11-04 09:08:21,R_3iPZKIYfZsromeC,,,,,39.374603271484375,-76.800201416015625,anonymous,EN,Yes- I consent,81.359,81.359,82.143,1,3,,,,,,24,Female,,Black/African,,Yes,Lean Democrat,Yes,1
2018-11-04 09:07:38,2018-11-04 09:10:35,IP Address,99.120.144.62,100,177,True,2018-11-04 09:10:36,R_2S7fjdYkG5gYxUm,,,,,32.795806884765625,-117.07070159912109375,anonymous,EN,Yes- I consent,,,,,,110.918,110.918,147.724,1,1,65,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 09:27:42,2018-11-04 09:28:02,IP Address,99.52.99.24,100,19,True,2018-11-04 09:28:02,R_T58MFG91nuswwaR,,,,,32.65130615234375,-116.985198974609375,anonymous,EN,Yes- I consent,,,,,,,,,,,22,Male,,Asian,,Maybe,Lean Democrat,Yes,3
2018-11-04 09:34:34,2018-11-04 09:34:54,IP Address,73.0.129.23,100,20,True,2018-11-04 09:34:55,R_3PH7i36LFJfPgJx,,,,,26.6175994873046875,-80.09059906005859375,anonymous,EN,Yes- I consent,,,,,,,,,,,41,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 09:34:29,2018-11-04 09:35:17,IP Address,50.199.202.225,100,47,True,2018-11-04 09:35:17,R_1FP40PGOaz3Ry8j,,,,,41.3433074951171875,-73.065399169921875,anonymous,EN,Yes- I consent,8.078,30.476,31.09,9,3,,,,,,33,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-04 09:34:52,2018-11-04 09:35:25,IP Address,68.41.201.208,100,32,True,2018-11-04 09:35:25,R_3s4ZQIUC9JvS7Yi,,,,,42.5435943603515625,-83.27919769287109375,anonymous,EN,Yes- I consent,,,,,,,,,,,29,Male,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 09:34:44,2018-11-04 09:35:45,IP Address,173.91.82.43,100,61,True,2018-11-04 09:35:45,R_T4NXibd9R6Ly3a9,,,,,41.989593505859375,-80.31780242919921875,anonymous,EN,Yes- I consent,28.168,28.168,41.98,1,3,,,,,,33,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 09:34:26,2018-11-04 09:35:57,IP Address,172.58.168.248,100,90,True,2018-11-04 09:35:57,R_1rNZXshZ52zr9hF,,,,,28.528900146484375,-81.47869873046875,anonymous,EN,Yes- I consent,,,,,,4.427,58.933,59.536,16,1,34,Male,,Asian,,Yes,Lean Republican,Yes,2
2018-11-04 09:35:12,2018-11-04 09:36:33,IP Address,100.7.42.168,100,80,True,2018-11-04 09:36:33,R_3fAZHh6Y4cg6gwJ,,,,,37.48150634765625,-77.64189910888671875,anonymous,EN,Yes- I consent,,,,,,58.35,58.35,60.072,1,1,51,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 09:39:48,2018-11-04 09:41:45,IP Address,72.185.158.23,100,116,True,2018-11-04 09:41:45,R_1oj6Ayztw4vHLJh,,,,,28.2444000244140625,-82.69860076904296875,anonymous,EN,Yes- I consent,,,,,,71.895,71.895,74.453,1,1,64,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-04 09:45:57,2018-11-04 09:46:32,IP Address,174.63.197.121,100,35,True,2018-11-04 09:46:33,R_1FRkDTTDQRs5Cw0,,,,,33.345703125,-81.972198486328125,anonymous,EN,Yes- I consent,,,,,,,,,,,38,Female,,Caucasian,,No,Somewhere in-between,Unsure,3
2018-11-04 10:09:35,2018-11-04 10:11:01,IP Address,74.75.185.83,100,85,True,2018-11-04 10:11:01,R_2dtJ6kQ0FjlLQZe,,,,,44.3231964111328125,-69.76650238037109375,anonymous,EN,Yes- I consent,42.229,42.229,43.953,1,5,,,,,,31,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-04 10:09:39,2018-11-04 10:11:13,IP Address,68.40.247.84,100,93,True,2018-11-04 10:11:13,R_1r64Q0Ybm2oYUTR,,,,,42.2545013427734375,-84.3874969482421875,anonymous,EN,Yes- I consent,5.167,56.678,58.065,4,3,,,,,,57,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 10:09:36,2018-11-04 10:11:53,IP Address,24.111.50.112,100,137,True,2018-11-04 10:11:54,R_32W5g8m3bKIWrLC,,,,,43.5041961669921875,-96.83910369873046875,anonymous,EN,Yes- I consent,,,,,,11.48,76.029,77.324,4,1,53,Male,,Caucasian,,Maybe,Lean Republican,Yes,2
2018-11-04 10:13:35,2018-11-04 10:13:58,IP Address,108.213.140.246,100,23,True,2018-11-04 10:13:58,R_RESWbTfxxbyXNoB,,,,,29.868804931640625,-95.53800201416015625,anonymous,EN,Yes- I consent,,,,,,,,,,,52,Male,,"Asian,Caucasian",,No,Lean Republican,Yes,3
2018-11-04 10:14:25,2018-11-04 10:17:37,IP Address,73.148.205.30,100,191,True,2018-11-04 10:17:37,R_1jxPgYyxPog011R,,,,,30.3509979248046875,-81.506103515625,anonymous,EN,Yes- I consent,,,,,,164.705,164.705,166.465,1,1,46,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 10:13:47,2018-11-04 10:17:43,IP Address,174.107.108.45,100,236,True,2018-11-04 10:17:43,R_27waZWy7VbZC13X,,,,,33.9347991943359375,-81.14440155029296875,anonymous,EN,Yes- I consent,89.834,89.834,91.44,1,5,,,,,,45,Female,,Black/African,,Yes,Lean Democrat,Yes,1
2018-11-04 10:17:38,2018-11-04 10:18:16,IP Address,98.121.106.67,100,37,True,2018-11-04 10:18:16,R_BP3ywXGIzInHsvn,,,,,36.00360107421875,-80.00360107421875,anonymous,EN,Yes- I consent,,,,,,,,,,,34,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 10:18:32,2018-11-04 10:20:03,IP Address,74.196.244.177,100,91,True,2018-11-04 10:20:04,R_2xMkE3JeuU0hJV3,,,,,31.419403076171875,-100.48000335693359375,anonymous,EN,Yes- I consent,,,,,,6.01,57.084,60.486,5,1,58,Female,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-04 10:34:26,2018-11-04 10:37:28,IP Address,66.74.74.77,100,182,True,2018-11-04 10:37:28,R_sG3t2VnxuSMrkDT,,,,,33.7642974853515625,-116.4225006103515625,anonymous,EN,Yes- I consent,,,,,,,,,,,41,Male,,Caucasian,,No,Somewhere in-between,Yes,3
2018-11-04 10:42:19,2018-11-04 10:43:01,IP Address,65.34.137.107,100,41,True,2018-11-04 10:43:01,R_3CNmdkCqznxsWLP,,,,,25.4906005859375,-80.4380035400390625,anonymous,EN,Yes- I consent,,,,,,,,,,,32,Male,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 10:42:31,2018-11-04 10:43:17,IP Address,99.60.73.17,100,45,True,2018-11-04 10:43:17,R_3EL3lEXbe1RxLmb,,,,,38.6708984375,-121.15290069580078125,anonymous,EN,Yes- I consent,,,,,,,,,,,40,Female,,Caucasian,,Maybe,Lean Democrat,Yes,3
2018-11-04 10:42:05,2018-11-04 10:43:26,IP Address,65.60.211.5,100,80,True,2018-11-04 10:43:26,R_1pR3aDcUcJwxTUc,,,,,40.053497314453125,-83.01869964599609375,anonymous,EN,Yes- I consent,4.41,50.941,52.106,4,5,,,,,,34,Female,,Black/African,,Yes,Lean Democrat,Yes,1
2018-11-04 10:42:17,2018-11-04 10:43:48,IP Address,104.191.4.84,100,90,True,2018-11-04 10:43:48,R_332MNwYGqZMHpFe,,,,,29.5550994873046875,-98.74420166015625,anonymous,EN,Yes- I consent,,,,,,10.364,58.236,59.339,3,1,24,Male,,Caucasian,,No,Somewhere in-between,No,2
2018-11-04 10:43:44,2018-11-04 10:45:28,IP Address,73.54.175.209,100,104,True,2018-11-04 10:45:28,R_WrgeEDXYY00pP1v,,,,,33.8979949951171875,-84.5868988037109375,anonymous,EN,Yes- I consent,57.179,57.179,58.734,1,3,,,,,,43,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 10:46:23,2018-11-04 10:47:24,IP Address,98.214.186.66,100,60,True,2018-11-04 10:47:24,R_3DtkshY9hCOGzMd,,,,,40.673095703125,-89.55139923095703125,anonymous,EN,Yes- I consent,35.549,35.549,36.831,1,3,,,,,,47,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 10:45:37,2018-11-04 10:47:30,IP Address,98.127.106.159,100,112,True,2018-11-04 10:47:30,R_1g0EoV3UWNLWB3P,,,,,39.0782928466796875,-108.5457000732421875,anonymous,EN,Yes- I consent,,,,,,33.768,91.338,91.728,7,1,42,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 10:49:41,2018-11-04 10:50:53,IP Address,73.61.20.1,100,71,True,2018-11-04 10:50:53,R_AakWp804sNg3Z6N,,,,,42.3365936279296875,-71.072601318359375,anonymous,EN,Yes- I consent,,,,,,32.213,32.213,46.364,1,1,26,Male,,Asian,,Yes,Lean Republican,Yes,2
2018-11-04 10:58:37,2018-11-04 10:59:04,IP Address,69.174.173.75,100,26,True,2018-11-04 10:59:04,R_2AMvwYffWOhGxmk,,,,,40.466094970703125,-88.9033966064453125,anonymous,EN,Yes- I consent,,,,,,,,,,,33,Female,,Caucasian,,Yes,Somewhere in-between,Yes,3
2018-11-04 11:15:01,2018-11-04 11:15:43,IP Address,71.45.33.186,100,42,True,2018-11-04 11:15:44,R_28Ny3i47EZkGVzl,,,,,33.5218963623046875,-86.7666015625,anonymous,EN,Yes- I consent,,,,,,,,,,,25,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 11:14:53,2018-11-04 11:16:05,IP Address,209.122.210.230,100,72,True,2018-11-04 11:16:06,R_3wmtIUEcgzfWD8l,,,,,40.76220703125,-73.91210174560546875,anonymous,EN,Yes- I consent,,,,,,53.804,55.475,56.712,2,1,31,Female,,Asian,,Yes,Lean Democrat,Yes,2
2018-11-04 11:14:53,2018-11-04 11:16:20,IP Address,35.136.191.151,100,86,True,2018-11-04 11:16:20,R_1CjQ8xTuoNKimfO,,,,,39.768402099609375,-86.15799713134765625,anonymous,EN,Yes- I consent,3.733,41.619,42.928,5,3,,,,,,44,Female,,Asian,,Yes,Somewhere in-between,Yes,1
2018-11-04 11:15:02,2018-11-04 11:16:43,IP Address,70.137.57.63,100,100,True,2018-11-04 11:16:43,R_2sTK3bmWS0HME6k,,,,,35.84539794921875,-86.48670196533203125,anonymous,EN,Yes- I consent,,,,,,,,,,,41,Female,,"Caucasian,Native American",,Yes,Lean Republican,Yes,3
2018-11-04 11:15:46,2018-11-04 11:17:19,IP Address,24.245.93.74,100,92,True,2018-11-04 11:17:19,R_WkbfPDoks2OnHr3,,,,,39.9136962890625,-89.57399749755859375,anonymous,EN,Yes- I consent,2.366,43.555,44.636,20,3,,,,,,41,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 11:16:19,2018-11-04 11:17:25,IP Address,67.87.171.240,100,66,True,2018-11-04 11:17:26,R_211aqj6OojfLNaZ,,,,,40.6627960205078125,-73.95459747314453125,anonymous,EN,Yes- I consent,36.993,36.993,40.711,1,3,,,,,,26,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 11:15:47,2018-11-04 11:17:40,IP Address,24.192.169.210,100,113,True,2018-11-04 11:17:41,R_WAnXJpjiPwRKoTf,,,,,42.5095977783203125,-82.93609619140625,anonymous,EN,Yes- I consent,,,,,,57.225,61.71,62.396,5,1,40,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 11:31:32,2018-11-04 11:35:47,IP Address,72.68.226.149,100,255,True,2018-11-04 11:35:48,R_1OBtm7685bvON9G,,,,,40.57659912109375,-73.84279632568359375,anonymous,EN,Yes- I consent,,,,,,59.182,59.182,59.91,1,1,33,Male,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-04 11:47:38,2018-11-04 11:47:57,IP Address,75.97.151.26,100,18,True,2018-11-04 11:47:57,R_21ujPTjkCLLkyuR,,,,,41.220794677734375,-75.77359771728515625,anonymous,EN,Yes- I consent,,,,,,,,,,,36,Male,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 11:47:44,2018-11-04 11:48:00,IP Address,69.203.194.105,100,16,True,2018-11-04 11:48:00,R_PZmqKZmcaI7fywx,,,,,40.8596038818359375,-73.931396484375,anonymous,EN,Yes- I consent,,,,,,,,,,,33,Female,,Asian,,Yes,Lean Democrat,Yes,3
2018-11-04 11:47:35,2018-11-04 11:49:28,IP Address,12.205.251.138,100,112,True,2018-11-04 11:49:28,R_3PzW7nIBtS08gxs,,,,,37.110198974609375,-83.06829833984375,anonymous,EN,Yes- I consent,4.347,71.784,72.971,5,3,,,,,,32,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 11:48:56,2018-11-04 11:50:05,IP Address,24.20.95.130,100,69,True,2018-11-04 11:50:06,R_a9GKZPpwvCiyKLT,,,,,45.664398193359375,-122.5211944580078125,anonymous,EN,Yes- I consent,48.611,48.611,49.852,1,3,,,,,,29,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 11:47:36,2018-11-04 11:50:19,IP Address,67.242.39.239,100,163,True,2018-11-04 11:50:20,R_2Cf8O6LqJWVGapn,,,,,42.92999267578125,-76.56259918212890625,anonymous,EN,Yes- I consent,,,,,,20.45,130.936,132.374,6,1,46,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 11:48:54,2018-11-04 11:50:32,IP Address,24.73.31.233,100,97,True,2018-11-04 11:50:32,R_Tvyrn7MIBBTTqzD,,,,,28.3318023681640625,-82.244598388671875,anonymous,EN,Yes- I consent,,,,,,,,,,,38,Male,,Caucasian,,Yes,Lean Republican,Yes,3
2018-11-04 11:47:45,2018-11-04 11:55:03,IP Address,45.47.150.26,100,437,True,2018-11-04 11:55:03,R_1jIN49UanBss7Zf,,,,,42.627105712890625,-73.1186981201171875,anonymous,EN,Yes- I consent,,,,,,,,,,,24,Male,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 11:56:31,2018-11-04 11:57:50,IP Address,69.250.227.142,100,79,True,2018-11-04 11:57:50,R_1MM84YyqHNXKLiy,,,,,39.207000732421875,-77.23799896240234375,anonymous,EN,Yes- I consent,7.037,38.482,40.137,3,3,,,,,,31,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 12:20:26,2018-11-04 12:20:51,IP Address,70.44.106.168,100,24,True,2018-11-04 12:20:51,R_2woeLeEHQeSNvGb,,,,,40.1544952392578125,-76.80190277099609375,anonymous,EN,Yes- I consent,,,,,,,,,,,35,Male,,Caucasian,,Maybe,Somewhere in-between,Yes,3
2018-11-04 12:20:13,2018-11-04 12:21:08,IP Address,162.221.219.77,100,55,True,2018-11-04 12:21:08,R_3frt0HVgrZXNswu,,,,,40.444000244140625,-86.92369842529296875,anonymous,EN,Yes- I consent,29.745,29.745,32.975,1,3,,,,,,47,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-04 12:20:20,2018-11-04 12:21:16,IP Address,72.35.125.140,100,55,True,2018-11-04 12:21:16,R_2395CRkOkCddLaN,,,,,61.5923004150390625,-149.395904541015625,anonymous,EN,Yes- I consent,,,,,,,,,,,42,Female,,"Asian,Caucasian,Other - Please specify",Biracial,Yes,Lean Democrat,Yes,3
2018-11-04 12:19:57,2018-11-04 12:21:47,IP Address,97.80.138.85,100,110,True,2018-11-04 12:21:47,R_3kr1FlZOhItKj85,,,,,33.4510040283203125,-84.1544036865234375,anonymous,EN,Yes- I consent,,,,,,82.919,82.919,84.164,1,1,55,Female,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-04 12:20:24,2018-11-04 12:22:01,IP Address,192.210.197.136,100,96,True,2018-11-04 12:22:01,R_TuPkue48ndUocdH,,,,,42.886505126953125,-78.8784027099609375,anonymous,EN,Yes- I consent,,,,,,5.54,66.805,68.343,2,1,27,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 12:21:10,2018-11-04 12:22:21,IP Address,136.33.68.250,100,70,True,2018-11-04 12:22:21,R_3Mfo59tkIKf45f1,,,,,39.034393310546875,-94.57219696044921875,anonymous,EN,Yes- I consent,8.53,36.614,39.113,4,3,,,,,,32,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 12:20:39,2018-11-04 12:22:33,IP Address,97.90.218.142,100,114,True,2018-11-04 12:22:34,R_1gdUFlUaXt7bJ44,,,,,35.6819000244140625,-82.01799774169921875,anonymous,EN,Yes- I consent,,,,,,64.886,64.886,68.086,1,1,67,Female,,Caucasian,,Maybe,Somewhere in-between,Yes,2
2018-11-04 12:20:40,2018-11-04 12:22:48,IP Address,68.113.79.81,100,128,True,2018-11-04 12:22:48,R_2YicBBYxCMAvVzO,,,,,34.3282928466796875,-86.48960113525390625,anonymous,EN,Yes- I consent,,,,,,7.904,74.086,75.191,6,1,45,Female,,Caucasian,,Maybe,Lean Republican,Yes,2
2018-11-04 12:20:41,2018-11-04 12:22:56,IP Address,107.5.88.103,100,135,True,2018-11-04 12:22:56,R_aae9De4sjZsDJVT,,,,,41.9004974365234375,-84.0446014404296875,anonymous,EN,Yes- I consent,2.694,79.948,81.222,16,3,,,,,,28,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 12:53:22,2018-11-04 12:54:04,IP Address,76.122.223.177,100,41,True,2018-11-04 12:54:04,R_2S6SWj8nbeYf7O1,,,,,36.3054046630859375,-86.60720062255859375,anonymous,EN,Yes- I consent,,,,,,,,,,,18,Male,,Caucasian,,No,Lean Republican,No,3
2018-11-04 12:53:34,2018-11-04 12:54:26,IP Address,107.192.90.207,100,52,True,2018-11-04 12:54:27,R_6SGdyvT6hwqcfDP,,,,,41.7165985107421875,-86.339599609375,anonymous,EN,Yes- I consent,,,,,,,,,,,19,Female,,Caucasian,,No,Somewhere in-between,No,3
2018-11-04 12:53:53,2018-11-04 12:54:35,IP Address,136.28.164.151,100,41,True,2018-11-04 12:54:35,R_3kA1zKhGfjTuPAp,,,,,25.7628936767578125,-80.1894989013671875,anonymous,EN,Yes- I consent,,,,,,,,,,,34,Male,,Caucasian,,Yes,Lean Republican,Yes,3
2018-11-04 12:53:30,2018-11-04 12:55:04,IP Address,70.124.77.249,100,93,True,2018-11-04 12:55:04,R_qJve3GXvdzI26lz,,,,,26.1157989501953125,-97.41069793701171875,anonymous,EN,Yes- I consent,48.788,48.788,49.865,1,3,,,,,,29,Male,,"Caucasian,Other - Please specify",Hispanic,Yes,Lean Democrat,Yes,1
2018-11-04 12:53:34,2018-11-04 12:55:15,IP Address,140.186.123.235,100,100,True,2018-11-04 12:55:15,R_abovX2s0IV5hUZj,,,,,47.9272003173828125,-97.06719970703125,anonymous,EN,Yes- I consent,,,,,,72.961,72.961,76.653,1,1,48,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 12:54:36,2018-11-04 12:55:30,IP Address,99.64.180.5,100,54,True,2018-11-04 12:55:31,R_T4JDMDqT6TxRouR,,,,,34.7902069091796875,-92.50440216064453125,anonymous,EN,Yes- I consent,27.379,27.379,34.933,1,3,,,,,,26,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 12:53:41,2018-11-04 12:55:41,IP Address,68.194.84.164,100,120,True,2018-11-04 12:55:42,R_1cSVkrMw0fETnUc,,,,,40.6808929443359375,-73.94629669189453125,anonymous,EN,Yes- I consent,,,,,,58.399,58.399,60.456,1,1,28,Female,,Black/African,,Yes,Lean Democrat,Yes,2
2018-11-04 12:55:12,2018-11-04 12:57:57,IP Address,108.70.32.22,100,165,True,2018-11-04 12:57:58,R_2qdSyqVcHst7HPQ,,,,,35.0977935791015625,-84.9114990234375,anonymous,EN,Yes- I consent,,,,,,86.452,86.452,124.173,1,1,35,Male,,Caucasian,,Maybe,Lean Democrat,Yes,2
2018-11-04 12:59:41,2018-11-04 13:00:00,IP Address,73.44.232.224,100,18,True,2018-11-04 13:00:00,R_1opqgYrQBEuavmn,,,,,41.9232025146484375,-87.8184967041015625,anonymous,EN,Yes- I consent,,,,,,,,,,,35,Male,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 13:26:17,2018-11-04 13:26:56,IP Address,45.36.89.188,100,39,True,2018-11-04 13:26:57,R_2zunLdhCLAozFDG,,,,,36.0074005126953125,-79.873199462890625,anonymous,EN,Yes- I consent,,,,,,,,,,,31,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 13:25:58,2018-11-04 13:27:33,IP Address,24.18.34.167,100,94,True,2018-11-04 13:27:33,R_2S0McXquBcpcIgK,,,,,47.02459716796875,-122.2935943603515625,anonymous,EN,Yes- I consent,60.807,63.488,64.122,2,3,,,,,,26,Female,,Caucasian,,Maybe,Lean Republican,No,1
2018-11-04 13:26:17,2018-11-04 13:27:43,IP Address,69.180.160.9,100,86,True,2018-11-04 13:27:43,R_2zbVtPCn0nmgiVW,,,,,44.95550537109375,-93.16699981689453125,anonymous,EN,Yes- I consent,,,,,,55.911,55.911,57.556,1,1,39,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 13:26:22,2018-11-04 13:28:22,IP Address,107.77.223.200,100,119,True,2018-11-04 13:28:22,R_1EbBdkOjE1W6M4u,,,,,40.76849365234375,-73.95880126953125,anonymous,EN,Yes- I consent,,,,,,,,,,,28,Male,,Caucasian,,Yes,Lean Republican,Yes,3
2018-11-04 13:27:23,2018-11-04 13:28:54,IP Address,98.236.74.123,100,91,True,2018-11-04 13:28:55,R_3lXCRBgItvbclXm,,,,,39.6504974365234375,-79.944000244140625,anonymous,EN,Yes- I consent,,,,,,56.168,56.168,57.996,1,1,27,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 13:29:15,2018-11-04 13:29:52,IP Address,24.198.159.217,100,36,True,2018-11-04 13:29:52,R_2yshVjqoL777Vsc,,,,,44.101806640625,-71.19249725341796875,anonymous,EN,Yes- I consent,,,,,,,,,,,44,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
